conversation_root_id,customer_text,apple_reply_text
2369410,@115858 when are you going to fix the I️ key this is ridiculous,"@683803 Have you updated to iOS 11.1.1 yet? If not, backup, update and see if this helps at all. 

Backup and update iOS: https://t.co/ahjigcvFRG"
2369454,@AppleSupport  #iCloud going through outage? https://t.co/ekdYuoT8JV,"@473328 It looks like everything's working as expected: https://t.co/7NVrDovSd8 If you select ""OK"" and try again, are you able to connect?"
2371123,Hello @115858 why does every upgrade cause my phone more issues!!! Please get it together thanks!,@684187 What issues are you currently having? We'd be happy to help.
2373255,Rarg. @AppleSupport How do I iOS stop suspending Google photos in the background so that when I go to check my computer everything from the last few days is missing until I open the app again on my iPad.,"@684668 We want to ensure the best support is provided for any issues you're having. If we understand correctly, you're having issues with the Google Photos application on your iPhone and Mac, not syncing content correctly? Let us know in more detail within a DM. https://t.co/GDrqU22YpT"
2374385,"my phone got a new battery today, so it's on 100% for the first time in months, but it has also been frozen on the Settings page for nearly three hours. factory reset doesn't work bc it's locked too, somehow. i love you @AppleSupport !",@684944 We'd be happy to look into this with you. Send us a DM. https://t.co/GDrqU22YpT
2374433,"@AppleSupport When my mom talked to tech today, problem was solved, but told her iPhone 6 was too old, she needed to upgrade. Not ok",@684959 We'd like to look into this a bit more with you. Could you join us in DM with more info on what happened? https://t.co/GDrqU22YpT
2375264,"@AppleSupport since updating my iPhone 6 to the latest iOS, my screen is just freezing up and becoming non-responsive. help! I'm working from Indonesia right now and not sure how to get support","@685158 We want to help you. Restart your iPhone as our article explains, and DM us if this continues: https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT"
2376058,Hey @115858 - I’m sick of the lone capital letter i turning into I️. Fix it. I’d hate to look like an idiot by referring to myself as i all the time.,"@685348 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6"
2376084,"@115858 fix your new update
my phone literally just dialed 911 by itself the COPS were coming to my house 😭","@685354 This may be the Emergency SOS feature at work. It is designed to easily call for help and alert emergency contacts. You can learn more here, including how to turn it off: https://t.co/fLdX9bVmWx"
2381346,"Is anyone else’s iPhone alarm not going off?! No matter what time I set it, it won’t work?! @AppleSupport","@317281 We'd like to see what we can do to assist. When did you start seeing this happen? Also, what version of iOS are you currently running?"
2381412,@AppleSupport my phone keeps on freezing 😖 feels like it gets worse with every update!! I keep having to reset it...,"@396982 We want you to be able to enjoy using your iPhone, and we can help. Just to confirm, is your iPhone currently running iOS version 11.1.2? Also, do you notice this behavior when using specific apps?"
2401827,.@115858 what #case should i buy for at use #wireless #Chargers for a #iPhone8 ? #apple,@691025 Great question! Reach out to our Apple Online Store team for further assistance: https://t.co/8yjRd1Xo0i
2401840,"@AppleSupport guys, my iCloud storage tells me it’s full, but the numbers don’t add up. 90% of is Documents? What? Where?","@691030 We can look into this with you, and help figure out what's going on with your iCloud Storage. Please DM us. https://t.co/GDrqU22YpT"
2402129,I️ am tired and I️ am annoyed that I️ see  questions marks when I️ type I️ and I️ don’t like it I️ @AppleSupport,@691098 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
2403687,"@AppleSupport hi, I have the iPhone 6s Plus &amp; ever since I got the new update, my phone’s screen blacks out on its own every now &amp; then. Can somebody help me out please?",@691445 We're here to help. Send us a DM with your iPhone's current iOS version and we'll continue together there! https://t.co/GDrqU22YpT
2403757,Why my iPhone 7+ sometimes blank or crashing on ios. 11 @AppleSupport,@691467 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT
2406523,"Just updated my macbook pro to #HighSierra, it removed my Desktop and Documents folder and all my files with. @115858 @AppleSupport Please help me fix this. You could have taken more time to perfect #APFS before releasing #Apple",@692101 Meet us in DM and we can dig in to this further with you from there and figure out our best options going forward. https://t.co/GDrqU22YpT
2406706,"@AppleSupport you guys fixed the “I” problem, but now “it” is changing to I.t 🤦🏼‍♀️😂",@692151 Let's help take a closer look. Follow up with us in DM. Tell us the version of iOS 11 installed there. https://t.co/GDrqU22YpT
2406754,@AppleSupport any thoughts on why this is happening? https://t.co/ogph7euFDv,@692164 We know how important it is to use Activity and want to help.   Here’s how:  https://t.co/OWRDHWSt4h
2406768,These updates you’re rolling out to fix bugs keep freezing my phone. Can you please get it together @AppleSupport #Apple #AppleUpdates #iphone,@125159 We’d like to help get your iPhone working correctly. Any particular apps freezing? When did you first notice this?
2408473,You know.. this whole “I️” problem is getting on my nerves. I️ have to rearrange my tweets cause they look stupid. @115858 what are y’all waiting for to fix this problem? Got yourselves an iPhone X but can’t fax an emoji problem? Good job. What would Steve Jobs say! Psh.,"@692556 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
2410131,i️ @115858 i️ why i️ isn’t i️ this i️ glitch i️ fixed i️ yet i️ ??? i️,@692951 We'd be glad to be of assistance. We have addressed this issue in our recent iOS 11.1.1 update: https://t.co/uQeXsrrlXJ
2410257,@115858 how tf do I️ fix this .,"@692988 We're here to help. iOS 11.1.1 has been released and addresses those issues. We'd recommend backing up and updating to the latest version. After updating, let us know if the issue persists."
2410358,When your expensive @115858 headphones just stop working after only 3 months. #ShittyProducts,@693014 We'd like to see what we can do to help. DM us and let us know if these were EarPods that shipped with an Apple device you bought. We'll also need to know the country you live in. https://t.co/GDrqU22YpT
2411591,@115858 Fix my phone or I’ll literally have to go back to using a blackberry and that would not be a good look!!!,@693327 Thanks for reaching out.  We want to help.  Can you tell us more about what you are experiencing with your iPhone?
2414392,@AppleSupport is there a way to enter text via the keyboard (instead of speaking it) in the Clips app?,"@153211 There is! You don't have to rely on voice in order to add custom captions. What you'll want to do is choose the pre-made caption that best fits the look you're going for. Then, double tap on that caption once it's placed and you'll be able to modify the text."
2417443,"@115858 #Apple I️ may be late to the party, but what is up with the crazy question mark in a box autocorrect thingy that replaces the letter I️? It is super annoying.  Please help. Thank you.","@694708 Don't worry, we've got you covered!  Check out this handy article and let us know if it helps: https://t.co/uQeXsrrlXJ"
